 ,35
2370,1143
2371,1099
2372,1109
2373,1091
2374,1122
2375,1063
2376,1154
2377,1152
2378,1150
2379,1119
2380,1174
2381,1205
2382,1141
2383,1106
2384,1113
2385,1191
2386,1166
2387,1220
2388,1251
2389,1263
2390,1274
2391,1291
2392,1265
2393,1158
2394,1223
2395,1159
2396,1115
2397,1129
2398,1130
2399,1114
2400,1157
2401,1196
2402,1179
2403,1065
2404,1131
2405,1123
2406,1134
2407,1166
2408,1160
2409,1110
2410,1060
2411,1095
2412,1121
2413,1109
2414,1148
2415,1141
2416,1125
2417,1126
2418,1141
2419,1144
2420,1150
2421,1179
2422,1122
2423,1170
2424,1136
2425,1180
2426,1204
2427,1125
2428,1149
2429,1238
2430,1322
2431,1367
2432,1371
2433,1316
2434,1170
2435,1229
2436,1215
2437,1185
2438,1143
2439,1266
2440,1181
2441,1155
2442,1134
2443,1105
2444,1184
2445,1095
2446,1088
2447,1193
2448,1141
2449,1113
2450,1165
2451,1130
2452,1137
2453,1185
2454,1121
2455,1145
2456,1146
2457,1274
2458,1120
2459,1091
2460,1184
2461,1135
2462,1163
2463,1152
2464,1217
2465,1126
2466,1217
2467,1212
2468,1153
2469,1170
2470,1191
2471,1262
2472,1292
2473,1334
2474,1389
2475,1300
2476,1265
2477,1277
2478,1226
2479,1193
2480,1220
2481,1135
2482,1163
2483,1178
2484,1149
2485,1165
2486,1164
2487,1136
2488,1142
2489,1153
2490,1249
2491,1108
2492,1158
2493,1165
2494,1133
2495,1209
2496,1177
2497,1230
2498,1201
2499,1167
2500,1199
2501,1170
2502,1162
2503,1140
2504,1136
2505,1172
2506,1198
2507,1213
2508,1169
2509,1137
2510,1141
2511,1136
2512,1197
2513,1268
2514,1264
2515,1410
2516,1381
2517,1257
2518,1222
2519,1268
2520,1222
2521,1223
2522,1222
2523,1170
2524,1186
2525,1160
2526,1207
2527,1191
2528,1227
2529,1189
2530,1258
2531,1121
2532,1165
2533,1171
2534,1178
2535,1190
2536,1190
2537,1128
2538,1236
2539,1246
2540,1136
2541,1214
2542,1174
2543,1210
2544,1173
2545,1173
2546,1129
2547,1169
2548,1169
2549,1176
2550,1164
2551,1195
2552,1153
2553,1181
2554,1257
2555,1371
2556,1352
2557,1328
2558,1320
2559,1285
2560,1250
2561,1171
2562,1195
2563,1168
2564,1190
2565,1213
2566,1141
2567,1162
2568,1154
2569,1195
2570,1171
2571,1104
2572,1111
2573,1191
2574,1155
2575,1131
2576,1151
2577,1139
2578,1151
2579,1075
2580,1155
2581,1142
2582,1138
2583,1127
2584,1168
2585,1209
2586,1169
2587,1226
2588,1144
2589,1161
2590,1113
2591,1211
2592,1177
2593,1185
2594,1160
2595,1196
2596,1204
2597,1270
2598,1385
2599,1394
2600,1294
2601,1310
2602,1178
2603,1233
2604,1199
2605,1154
2606,1180
2607,1141
2608,1175
2609,1159
2610,1164
2611,1161
2612,1129
2613,1161
2614,1193
2615,1141
2616,1145
2617,1187
2618,1133
2619,1177
2620,1151
2621,1178
2622,1162
2623,1186
2624,1132
2625,1198
2626,1156
2627,1181
2628,1203
2629,1165
2630,1196
2631,1211
2632,1180
2633,1217
2634,1182
2635,1171
2636,1174
2637,1198
2638,1270
2639,1301
2640,1387
2641,1370
2642,1283
2643,1251
2644,1254
2645,1249
2646,1211
2647,1247
2648,1211
2649,1210
2650,1188
2651,1186
2652,1207
2653,1233
2654,1250
2655,1219
2656,1187
2657,1184
2658,1215
2659,1189
2660,1254
2661,1240
2662,1198
2663,1274
2664,1255
2665,1266
2666,1183
2667,1306
2668,1290
2669,1311
2670,1399
2671,1334
2672,1345
2673,1337
2674,1296
2675,1330
2676,1330
2677,1362
2678,1397
2679,1443
2680,1492
2681,1542
2682,1532
2683,1499
2684,1449
2685,1448
2686,1425
2687,1455
2688,1551
2689,1408
2690,1439
2691,1405
2692,1394
2693,1504
2694,1432
2695,1536
2696,1482
2697,1434
2698,1413
2699,1514
2700,1407
2701,1418
2702,1464
2703,1435
2704,1528
2705,1528
2706,1497
2707,1486
2708,1521
2709,1456
2710,1440
2711,1563
2712,1544
2713,1592
2714,1544
2715,1559
2716,1594
2717,1554
2718,1468
2719,1491
2720,1568
2721,1669
2722,1661
2723,1689
2724,1696
2725,1679
2726,1638
2727,1601
2728,1582
2729,1557
2730,1558
2731,1579
2732,1565
2733,1620
2734,1536
2735,1609
2736,1509
2737,1542
2738,1554
2739,1576
2740,1560
2741,1527
2742,1548
2743,1531
2744,1537
2745,1551
2746,1453
2747,1498
2748,1434
2749,1532
2750,1530
2751,1503
2752,1422
2753,1432
2754,1522
2755,1437
2756,1594
2757,1496
2758,1441
2759,1371
2760,1338
2761,1442
2762,1433
2763,1402
2764,1536
2765,1513
2766,1421
2767,1511
2768,1405
2769,1432
